Time,Voltage
0.0,-0.009323703820379496
0.0002,-0.0048574716585835535
0.0004,0.0028006884581751284
0.0006000000000000001,-0.0027052288674668766
0.0008,0.006190354244143427
0.001,0.0008694038677632988
0.0012000000000000001,0.00875177229518207
0.0014,-0.005936830739971761
0.0016,0.006322251973210033
0.0018000000000000002,-0.002684588241554812
0.002,-0.001809429722635735
0.0022,0.004342341129749812
0.0024000000000000002,0.007475452516286898
0.0026000000000000003,-0.009174599189961793
0.0028,-0.008320252075655865
0.003,0.01777244374993542
0.0032,-0.012890740489133204
0.0034000000000000002,-0.016279676647858815
0.0036000000000000003,-0.003934738351091418
0.0038,-0.005033626594309555
0.004,0.003384645626299874
0.004200000000000001,0.013276740850362317
0.0044,0.0065660300374049746
0.0046,-0.012768644431464153
0.0048000000000000004,-0.01984064683489728
0.005,-0.0011376730692781824
0.005200000000000001,0.0076721937502059025
0.0054,0.00468698119269286
0.0056,0.011400813407370227
0.0058000000000000005,-0.015004405027797112
0.006,0.005928715588045204
0.006200000000000001,0.006046551280585351
0.0064,0.00799808802739543
0.0066,0.0067510011046333675
0.0068000000000000005,-0.008002379290846424
0.007,-0.001076048370659838
0.007200000000000001,0.0037509619170584103
0.0074,-0.016695723734867204
0.0076,0.008516529781736486
0.0078000000000000005,-0.003972174824322451
0.008,-0.005871696443997395
0.0082,0.00610617418678467
0.008400000000000001,-0.020226324460567123
0.0086,0.002009419883936093
0.0088,0.004848719322013096
0.009000000000000001,-0.015891178270911684
0.0092,0.007431796197250774
0.0094,0.00854972867199182
0.009600000000000001,0.003104765960119097
0.0098,-0.017629675069684443
0.01,-0.00889216071287957
0.0102,0.027856986527184456
0.010400000000000001,-0.0027748529866506635
0.0106,0.0002784549184712619
0.0108,0.0015283154302111427
0.011000000000000001,0.0025169001362038475
0.0112,-0.006752403790716325
0.0114,-0.011504181332604998
0.011600000000000001,-0.006725400459894197
0.0118,-0.009183741000523767
0.012,-0.018030112631308614
0.0122,-0.006703424825647927
0.012400000000000001,-0.0038250491284838473
0.0126,0.013098540557139824
0.0128,-0.004917447081426772
0.013000000000000001,0.004357531863843755
0.0132,-0.0004291279583934675
0.0134,-0.010748408185063427
0.013600000000000001,-0.011821278381076952
0.013800000000000002,0.0018860185603014167
0.014,-0.013244192416667418
0.0142,-0.00703331900012136
0.014400000000000001,0.008597653333292906
0.0146,-0.0010843557613548758
0.0148,0.0005400885651120232
0.015000000000000001,0.014093750667747597
0.0152,0.01256667275090131
0.0154,0.012940679950293426
0.015600000000000001,0.002752168299486076
0.0158,-0.0035309405775924467
0.016,-0.00853563888200446
0.0162,-0.004394387472197412
0.0164,0.01559699552025337
0.0166,0.0004493252651603928
0.016800000000000002,-0.0018383779685520096
0.017,-0.022344108565017073
0.0172,0.0126390109416331
0.017400000000000002,0.014958401723905562
0.0176,-0.009461794812832405
0.0178,0.007022387687509195
0.018000000000000002,0.0069885489125112
0.0182,0.022442083645280938
0.0184,-0.017160151055416694
0.018600000000000002,0.0038924081213072854
0.0188,0.01561070825135901
0.019,0.005519833088978311
0.019200000000000002,0.0017984943166062003
0.0194,0.007561625700353458
0.0196,-0.0013404319825042216
0.0198,-0.0012167519323527175
